SampleNo,DriverGender,DriverAge,YearsLicensed,Licensed Age,WindscreenExtension,RentalCar,Alarm,GarageType,FinanceType,StandardExcess,LicenceType,CurrentInsurer,Modified,Num Claims,Num Claims in 3 years,Num Claims in 5 years,Vehicle Sum Insured,TypeOfUse,CoverType,ExistingPolicies,RoadsideRescue,Other Accessories,Additional Driver,AAMember_B,Start Date,Immobliser,HasPassengerFare,HasTradeUse,HCusinessUseType,IsACustomer,Vehicle Year,Make,Model,gd2000_xcoord,gd2000_ycoord,X_Coord,Y_Coord
1497,Female,54,35,19,No,No,Yes,Carport,Other,400,NZFULL,E,No,0,0,0,42063,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Toyota,Highlander,174.6258093,-36.88047147,1744889.726,5917153.285
1498,Female,59,41,18,No,No,No,Garage,NO,400,NZFULL,H,No,0,0,0,9573,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2005,Suzuki,Grand Vitara,174.6028367,-36.88366305,1742836.343,5916833.831
1499,Male,49,29,20,No,No,No,Carport,NO,400,NZFULL,E,No,0,0,0,32340,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2017,Subaru,Forester,174.6114772,-36.87249503,1743627.314,5918059.881
1500,Female,38,20,18,No,No,No,Street,NO,400,NZFULL,C,No,0,0,0,22113,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2012,Nissan,Navara Rx,174.6163632,-36.88570165,1744038.012,5916587.33
1501,Female,23,0,23,No,No,No,Driveway,NO,400,NZFULL,F,No,0,0,0,24373,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Suzuki,Vitara,174.5861614,-36.86847558,1741378.219,5918543.602
1502,Male,17,0,17,No,No,No,Driveway,NO,400,NZRESTRICTED,F,No,4,1,3,11087,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2011,Suzuki,Swift,172.6562038,-43.54957442,1572228.769,5178095.551
1503,Male,27,9,18,No,No,No,Driveway,Other,400,NZRESTRICTED,B,No,0,0,0,11017,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2010,Hyundai,I30,172.6799304,-43.55195685,1574146.38,5177838.611
1504,Female,23,5,18,No,No,No,H,NO,400,NZRESTRICTED,A,No,4,3,3,22760,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2011,Ssangyong,Kyron,172.6525064,-43.55058317,1571930.568,5177982.279
1505,Female,42,23,19,No,No,No,Driveway,NO,400,NZFULL,B,No,0,0,0,37407,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2016,Ford,Tourneo Custom,172.6455472,-43.55021823,1571368.253,5178020.436
1506,Female,19,3,16,No,No,No,Garage,Other,400,NZFULL,G,No,0,0,0,44873,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Toyota,Hiace,172.6461707,-43.54667375,1571416.943,5178414.298
1507,Male,28,9,19,No,No,No,Driveway,NO,400,NZFULL,A,No,0,0,0,21450,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2017,Suzuki,Swift,172.6441642,-43.5446,1571253.868,5178643.915
1508,Male,22,5,17,No,No,No,Carport,NO,400,NZFULL,D,No,0,0,0,33470,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2016,Toyota,Hilux,172.6458786,-43.55691113,1571398.188,5177277.242
1509,Female,16,0,16,No,No,No,Driveway,NO,400,NZFULL,C,No,0,0,0,94150,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Land Rover,Discovery,172.6293155,-43.54707128,1570055.541,5178364.217
1510,Male,36,17,19,No,No,Yes,Driveway,NO,400,NZFULL,E,No,0,0,0,22107,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2012,Nissan,X-Trail,172.6423952,-43.55746872,1571117.106,5177214.113
1511,Male,42,23,19,No,No,No,Driveway,NO,400,NZRESTRICTED,E,No,0,0,0,68240,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2013,Jaguar,Xj,172.6641589,-43.5537764,1572873.253,5177631.509
1512,Female,56,39,17,No,No,No,H,NO,400,NZFULL,J,No,1,0,1,30937,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Holden,Colorado,172.6383089,-43.55761395,1570787.135,5177196.556
1513,Female,28,8,20,No,No,No,Garage,NO,400,NZFULL,F,No,0,0,0,44910,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2016,Toyota,Hilux,172.6678655,-43.55057787,1573171.226,5177987.938
1514,Male,44,23,21,No,No,No,Driveway,NO,400,NZFULL,G,No,0,0,0,39987,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2012,Toyota,Landcruiser,172.6959707,-43.54994528,1575441.219,5178066.876
1515,Female,32,14,18,No,No,No,Carport,NO,400,NZFULL,C,No,0,0,0,74440,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2015,BMW,435i,176.3462727,-40.02665533,1885554.081,5563917.986
1516,Male,32,15,17,No,No,Yes,Garage,Other,400,NZFULL,H,No,0,0,0,16923,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2016,Suzuki,Swift,176.3541542,-40.01971863,1886255.809,5564662.798
1517,Female,33,14,19,No,No,No,Driveway,NO,400,NZFULL,B,No,0,0,0,48363,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2016,Mercedes-Benz,Sprinter,176.3422256,-40.0246762,1885216.906,5564150.698
1518,Male,44,27,17,No,No,No,Garage,AA Finance,400,NZFULL,E,No,0,0,0,56400,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Volkswagen,Amarok,176.3460844,-40.02693472,1885536.842,5563887.572
1519,Female,26,9,17,No,No,No,Garage,NO,400,NZFULL,B,No,0,0,0,19353,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2016,Holden,Cruze,176.3474187,-40.0239637,1885663.135,5564213.142
1520,Female,18,0,18,No,No,No,Garage,NO,400,NZFULL,C,No,0,0,0,54400,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2019,Isuzu,Mu-X,176.3501032,-40.0265531,1885881.448,5563917.034
1521,Female,23,7,16,No,No,No,Garage,NO,400,NZFULL,D,No,3,0,3,11897,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2013,Suzuki,Swift,176.3594754,-40.02780073,1886676.156,5563748.359
1522,Female,59,41,18,No,No,Yes,Garage,NO,400,NZFULL,J,No,0,0,0,18643,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2013,Mazda,Mazda6,175.562722,-40.20425173,1818112.277,5546422.564
1523,Female,53,35,18,No,No,No,Garage,Other,400,NZFULL,H,No,0,0,0,45687,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2016,BMW,X1,175.5701997,-40.23096827,1818662.808,5543438.26
1524,Female,53,37,16,No,No,No,Garage,NO,400,NZFULL,C,No,3,1,3,27933,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2011,Toyota,Hilux,175.5596694,-40.21992652,1817802.219,5544689.962
1525,Female,36,17,19,No,No,No,Carport,NO,400,NZFULL,F,No,0,0,0,7567,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2004,Suzuki,Grand Vitara,176.8691432,-39.52488233,1932594.942,5617821.142
1526,Male,55,37,18,No,No,Yes,Street,NO,400,Australian,H,No,0,0,0,29280,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2014,Nissan,Navara St-X,176.8414307,-39.5315024,1930180.655,5617188.319
1527,Female,52,33,19,No,No,No,Carport,NO,400,NZFULL,D,No,0,0,0,67900,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Toyota,Landcruiser,176.8617587,-39.51374578,1932013.093,5619084.929
1528,Male,42,24,18,No,No,No,Driveway,NO,400,NZRESTRICTED,H,No,0,0,0,31200,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Nissan,X-Trail,176.8398018,-39.54321243,1929985.056,5615894.151
1529,Female,34,15,19,No,No,No,H,NO,400,NZFULL,A,No,0,0,0,19973,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2011,Mazda,Bt-50,176.8466139,-39.52788518,1930643.479,5617570.877
1530,Female,24,5,19,No,No,No,Driveway,NO,400,NZFULL,C,No,0,0,0,26937,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2014,Ford,Ranger,176.8439567,-39.5444257,1930336.459,5615744.172
1531,Male,38,20,18,No,No,Yes,Garage,NO,400,NZFULL,F,No,0,0,0,105750,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2014,Audi,S8,171.4022151,-42.39213592,1468489.2,5305447.433
1532,Female,50,32,18,No,No,Yes,Garage,NO,400,NZFULL,A,No,0,0,0,18633,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2012,Holden,Commodore,171.1699678,-42.52076333,1449680.836,5290778.63
1533,Male,34,16,18,No,No,Yes,Garage,NO,400,NZFULL,F,No,0,0,0,16363,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2011,Hyundai,I40,171.1871615,-42.47459153,1450983.544,5295936.062
1534,Female,47,29,18,No,No,Yes,Driveway,Other,400,NZFULL,B,No,0,0,0,35877,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Holden,Ute,171.3124898,-42.44999835,1461231.571,5298879.514
1535,Female,34,11,23,No,No,No,Garage,NO,400,NZFULL,F,No,0,0,0,24730,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2010,Toyota,Highlander,171.249501,-42.48549813,1456133.032,5294832.601
1536,Female,39,20,19,No,No,Yes,Garage,NO,400,South African,B,No,0,0,0,37457,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Kia,Sorento R,171.2503064,-42.46409813,1456150.209,5297210.282
1537,Female,19,0,19,No,No,No,Driveway,NO,400,NZRESTRICTED,F,No,0,0,0,6353,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2007,Hyundai,Sonata,171.3158611,-42.43911973,1461484.839,5300093.003
1538,Female,16,0,16,No,No,No,Driveway,NO,400,NZFULL,F,No,0,0,0,15730,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2013,Holden,Cruze,171.3384156,-42.43278955,1463326.165,5300832.476
1539,Female,27,8,19,No,No,No,Driveway,NO,400,NZFULL,G,No,0,0,0,47650,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Nissan,Navara St-X,171.3125434,-42.44275718,1461219.991,5299683.674
1540,Male,25,8,17,No,No,No,Driveway,Other,400,NZFULL,C,No,0,0,0,8043,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2007,Mazda,Mazda6,171.1534069,-42.55387242,1448400.617,5287072.544
1541,Female,20,2,18,No,No,No,Carport,NO,400,NZFULL,A,No,0,0,0,48400,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Nissan,Navara St-X,171.1852769,-42.49012485,1450865.533,5294207.88
1542,Male,65,47,18,No,No,Yes,Garage,Other,400,NZFULL,G,No,1,1,1,42100,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2017,Holden,Captiva,171.1822901,-42.57124997,1450813.327,5285194.158
1543,Male,40,22,18,No,No,No,Driveway,NO,400,NZFULL,G,No,0,0,0,22815,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2013,BMW,118d,171.1868329,-42.52876193,1451085.183,5289920.212
1544,Female,29,8,21,No,No,No,Garage,NO,400,NZFULL,A,No,0,0,0,34365,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Holden,Ute,171.2545637,-42.39862277,1456350.745,5304488.003
1545,Female,21,4,17,No,No,No,Driveway,Other,400,NZFULL,D,No,0,0,0,23850,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2010,Holden,Ute,171.243961,-42.37137307,1455415.583,5307495.857
1546,Male,25,7,18,No,No,No,Garage,NO,400,NZRESTRICTED,G,No,4,4,4,38683,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Toyota,Hilux,175.7166777,-37.5470644,1839999.895,5840968.276
1547,Female,61,41,20,No,No,No,Driveway,Other,400,NZFULL,C,No,0,0,0,5133,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2006,Peugeot,407,175.7062727,-37.5294149,1839136.918,5842953.473
1548,Female,38,20,18,No,No,Yes,Driveway,NO,400,NZFULL,H,No,0,0,0,7913,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2007,Toyota,Corolla,175.690926,-37.53898288,1837750.159,5841930.61
1549,Male,41,22,19,No,No,No,Carport,Other,400,NZRESTRICTED,H,No,0,0,0,59985,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Land Rover,Defender,175.710061,-37.54061155,1839435.898,5841701.271
1550,Male,52,33,19,No,No,Yes,Carport,NO,400,NZFULL,J,No,0,0,0,16653,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2013,Holden,Cruze,175.6947601,-37.54391352,1838073.283,5841373.721
1551,Male,52,33,19,No,No,Yes,Carport,NO,400,NZFULL,G,No,0,0,0,19030,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Toyota,Yaris,175.6952947,-37.55152308,1838096.294,5840527.893
1552,Female,34,14,20,No,No,No,H,NO,400,South African,J,No,0,0,0,8697,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2008,Hyundai,Elantra,175.7021111,-37.55080338,1838700.853,5840590.46
1553,Male,29,11,18,No,No,Yes,Garage,NO,400,NZFULL,F,No,2,2,2,19603,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Holden,Cruze,175.7023222,-37.55094908,1838719.04,5840573.754
1554,Male,26,4,22,No,No,No,Garage,NO,400,NZFULL,J,No,0,0,0,4767,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2005,Holden,Astra,175.7066216,-37.5265522,1839176.902,5843270.274
1555,Female,20,2,18,No,No,Yes,Driveway,NO,400,NZFULL,G,No,0,0,0,18590,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2016,Holden,Cruze,175.6942953,-37.55054188,1838011.116,5840639.315
1556,Female,29,11,18,No,No,Yes,Garage,NO,400,NZFULL,F,No,0,0,0,52823,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2009,Toyota,Landcruiser,175.7103508,-37.54109398,1839459.963,5841646.994
1557,Female,24,5,19,No,No,No,Carport,NO,400,NZFULL,J,No,1,1,1,28973,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2016,Ford,Mondeo,175.2323221,-37.7803645,1796587.533,5816206.678
1558,Female,54,35,19,No,No,Yes,Garage,NO,400,NZRESTRICTED,H,No,0,0,0,10997,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2008,Mazda,Mazda3,175.231927,-37.78917982,1796529.375,5815229.28
1559,Female,60,42,18,No,No,Yes,Driveway,Other,400,NZFULL,H,No,0,0,0,58733,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,BMW,X4,175.2373748,-37.7452694,1797125.731,5820090.504
1560,Male,31,13,18,No,No,No,Garage,NO,400,NZFULL,G,No,0,0,0,8297,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2009,Peugeot,207,175.2205381,-37.78084792,1795548.38,5816177.754
1561,Male,31,12,19,No,No,No,Garage,NO,400,NZFULL,H,No,0,0,0,41400,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Volvo,V60,172.520022,-43.53724163,1561220.336,5179410.734
1562,Male,27,9,18,No,No,Yes,Garage,NO,400,NZFULL,H,No,0,0,0,21550,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2014,Toyota,86,172.5612372,-43.5214522,1564541.059,5181182.68
1563,Male,68,51,17,No,No,No,Carport,NO,400,NZLEARNERS,D,No,0,0,0,18140,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2017,Volkswagen,Polo,172.5452816,-43.5537612,1563271.21,5177587.552
1564,Female,59,41,18,No,No,No,Driveway,NO,400,NZFULL,C,No,0,0,0,25287,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Nissan,Navara Rx,172.5490802,-43.55178568,1563576.844,5177808.623
1565,Female,43,25,18,No,No,No,Carport,NO,400,NZFULL,D,No,0,0,0,37400,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2019,Jeep,Compass,172.5628004,-43.55354322,1564686.124,5177619.35
1566,Male,23,3,20,No,No,No,Carport,NO,400,NZFULL,E,No,0,0,0,61280,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2012,Mercedes-Benz,Ml350,174.9170849,-37.01024203,1770560.638,5902273.434
1567,Male,25,7,18,No,No,No,Carport,NO,400,NZFULL,C,No,0,0,0,10657,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2011,Holden,Cruze,174.9124814,-37.00525415,1770162.151,5902835.085
1568,Male,34,15,19,No,No,No,Carport,NO,400,NZFULL,H,No,0,0,0,51317,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Mercedes-Benz,Sprinter,174.9000817,-36.98863148,1769095.599,5904701.477
1569,Male,33,10,23,No,No,No,Carport,NO,400,NZFULL,A,No,0,0,0,9630,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2005,Honda,Crv,174.9120489,-37.02605462,1770077.282,5900528.032
1570,Male,34,15,19,No,No,No,Garage,AA Finance,400,NZFULL,A,No,0,0,0,16340,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2015,Mazda,Mazda2,170.4736242,-45.86612212,1403907.453,4917723.256
1571,Male,48,30,18,No,No,No,Garage,NO,400,NZRESTRICTED,A,No,0,0,0,20313,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2011,Toyota,Hilux,170.4808397,-45.88657457,1404539.259,4915468.672
1572,Male,56,38,18,No,No,Yes,Garage,NO,400,NZFULL,B,No,0,0,0,21163,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2011,Renault,Koleos,170.4764173,-45.8856108,1404192.745,4915564.9
1573,Male,42,19,23,No,No,Yes,Driveway,NO,400,NZFULL,H,No,2,2,2,51660,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Mercedes-Benz,Sprinter,170.479912,-45.88233178,1404452.386,4915937.778
1574,Female,44,25,19,No,No,No,Driveway,NO,400,NZFULL,H,No,0,0,0,49835,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2012,BMW,650i,170.4801679,-45.88468855,1404480.515,4915676.565
1575,Male,19,0,19,No,No,No,Carport,NO,400,NZFULL,B,No,0,0,0,56705,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2013,BMW,435i,170.4827333,-45.88537267,1404681.966,4915606.844
1576,Male,21,3,18,No,No,No,Carport,NO,400,NZFULL,F,No,0,0,0,23897,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Holden,Cruze,174.1065855,-39.0636617,1695736.492,5675576.122
1577,Male,27,9,18,No,No,No,Driveway,NO,400,Australian,J,No,0,0,0,19543,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Suzuki,Baleno,174.0987987,-39.06462812,1695061.502,5675477.044
1578,Male,24,0,24,No,No,No,Garage,NO,400,NZLEARNERS,F,No,0,0,0,25700,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2014,Kia,Optima,174.0973155,-39.0609127,1694938.158,5675890.918
1579,Female,36,17,19,No,No,Yes,Driveway,NO,400,NZFULL,G,No,0,0,0,50200,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Holden,Calais,174.1280701,-39.0370455,1697631.929,5678507.049
1580,Male,53,35,18,No,No,Yes,Carport,Other,400,NZFULL,D,No,0,0,0,17710,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Toyota,Yaris,174.1024235,-39.06126868,1695379.627,5675846.066
1581,Female,44,25,19,No,No,No,Driveway,NO,400,NZFULL,C,No,0,0,0,13437,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2016,Suzuki,Swift,174.1051094,-39.07195357,1695597.596,5674657.472
1582,Female,20,0,20,No,No,No,Garage,NO,400,NZFULL,J,No,0,0,0,66250,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Holden,Commodore,174.1378126,-39.03783025,1698474.054,5678409.458
1583,Male,46,27,19,No,No,No,Garage,NO,400,NZFULL,G,No,0,0,0,19880,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2007,Holden,Ute,174.1035658,-39.04515965,1695500.156,5677632.589
1584,Female,22,4,18,No,No,Yes,Garage,Other,400,NZFULL,H,No,0,0,0,110600,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2013,Porsche,Cayenne,174.1054194,-39.04803105,1695656.693,5677311.983
1585,Female,32,14,18,No,No,No,Garage,Other,400,NZFULL,H,No,0,0,0,26400,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Suzuki,Vitara,174.0336862,-39.08978113,1689396.477,5672751.729
1586,Male,19,0,19,No,No,Yes,Garage,NO,400,NZFULL,G,No,3,2,3,10377,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2010,Hyundai,I45,174.0815142,-39.05376147,1693580.458,5676700.918
1587,Female,33,14,19,No,No,No,Garage,Other,400,NZRESTRICTED,E,No,0,0,0,35500,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Toyota,Rav4,174.0430302,-39.06325963,1690238.373,5675685.752
1588,Female,31,13,18,No,No,No,Driveway,NO,400,NZRESTRICTED,A,No,0,0,0,66557,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2011,Toyota,Landcruiser,174.0620847,-39.07762488,1691868.295,5674072.462
1589,Male,48,30,18,No,No,No,Garage,NO,400,NZFULL,A,No,0,0,0,19283,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2010,Kia,Sportage,174.0502537,-39.06420978,1690862.114,5675573.113
1590,Female,46,29,17,No,No,No,Garage,NO,400,NZFULL,J,No,0,0,0,25940,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Ssangyong,Actyon,174.035387,-39.0652204,1689574.623,5675475.713
1591,Female,17,0,17,No,No,Yes,Garage,NO,400,NZFULL,C,No,0,0,0,21090,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Volkswagen,Caddy,174.75097,-41.2807013,1746635.74,5428603.185
1592,Female,44,25,19,No,No,No,Driveway,NO,400,NZFULL,E,No,0,0,0,62405,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Land Rover,Defender,174.768127,-41.28606655,1748060.488,5427978.403
1593,Female,43,25,18,No,No,Yes,Garage,NO,400,NZFULL,J,No,4,2,4,24793,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Toyota,Hilux,174.7627841,-41.28981585,1747604.609,5427571.248
1594,Male,26,9,17,No,No,Yes,Garage,NO,400,NZFULL,E,No,0,0,0,6033,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2008,Hyundai,Accent,174.7438443,-41.28728893,1746024.279,5427883.826
1595,Male,38,18,20,No,No,No,Driveway,NO,400,NZFULL,B,No,1,0,1,32445,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Holden,Commodore,174.7260206,-41.28246722,1744542.36,5428448.971
1596,Male,74,55,19,No,No,No,Carport,NO,400,NZRESTRICTED,D,No,3,1,2,29493,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2014,Holden,Commodore,171.0461233,-44.72964832,1445281.837,5045224.595
1597,Female,30,11,19,No,No,No,Driveway,NO,400,NZRESTRICTED,A,No,0,0,0,25490,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Kia,Optima,171.0524462,-44.73606337,1445799.574,5044523.994
1598,Male,49,31,18,No,No,No,H,NO,400,NZRESTRICTED,A,No,0,0,0,39900,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Toyota,Hiace,171.0336875,-44.73026062,1444298.745,5045132.861
1599,Male,23,5,18,No,No,No,Carport,NO,400,NZRESTRICTED,B,No,0,0,0,10030,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2010,Mitsubishi,Lancer,171.0627675,-44.7262349,1446590.792,5045635.275
1600,Male,19,3,16,No,No,No,Driveway,NO,400,NZRESTRICTED,E,No,0,0,0,12917,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2011,Mazda,Mazda6,171.0531802,-44.73291333,1445849.318,5044875.3
1601,Male,31,14,17,No,No,Yes,Driveway,NO,400,NZFULL,E,No,0,0,0,12157,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2011,Holden,Cruze,177.990487,-38.65402593,2034353.107,5709783.305
1602,Female,31,13,18,No,No,No,Garage,NO,400,NZRESTRICTED,A,No,0,0,0,14607,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2010,Fiat,Scudo,178.0075698,-38.65114753,2035858.257,5710021.694
1603,Female,37,19,18,No,No,Yes,Garage,NO,400,NZFULL,C,No,4,1,4,43547,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Nissan,Pathfinder,178.0393673,-38.67631807,2038473.471,5707074.236
